sales_id,transaction_date,transaction_time,customer_id,product_id,quantity,unit_price,total_price
41,2019-04-01,07:41:34,5115,22,1,2,2
42,2019-04-01,07:43:05,5373,56,1,2.8,2.55
43,2019-04-01,07:44:35,5162,33,2,3.5,7
44,2019-04-01,07:45:51,5394,51,1,3,3
45,2019-04-01,07:46:28,5291,24,2,3,6
46,2019-04-01,07:46:28,5291,72,1,3.25,3.25
47,2019-04-01,07:46:30,5508,47,2,3,6
48,2019-04-01,07:47:02,5278,58,2,3.5,7
49,2019-04-01,07:48:19,5491,57,1,3.35,3.1
50,2019-04-01,07:49:41,5593,50,2,2.5,5
51,2019-04-01,07:51:55,5647,25,2,2.2,4.4
52,2019-04-01,07:52:17,5020,34,2,2.45,4.9
53,2019-04-01,07:52:36,5180,87,2,3,6
54,2019-04-01,07:52:55,5732,26,1,3,3
55,2019-04-01,07:53:55,5184,25,1,2.2,2.2
56,2019-04-01,07:57:58,5656,41,2,4.5,8.5
57,2019-04-01,07:59:58,5477,47,2,3,6
58,2019-04-01,07:59:58,5477,79,1,3.75,3.75
59,2019-04-01,08:00:18,8480,42,1,2.5,2.5
60,2019-04-01,08:00:35,5136,36,1,3.75,3.75
61,2019-04-01,08:00:35,5136,77,1,3,3
62,2019-04-01,08:00:39,8353,45,1,3,3
63,2019-04-01,08:00:39,8392,59,2,4.5,9
64,2019-04-01,08:01:00,5361,55,2,4.5,8
65,2019-04-01,08:03:55,5181,37,2,3,6
66,2019-04-01,08:03:55,5181,79,1,3.75,3.75
67,2019-04-01,08:05:46,5929,23,1,2.5,2.5
68,2019-04-01,08:06:19,5651,45,1,3,3
69,2019-04-01,08:08:56,5013,41,1,4.5,4.25
70,2019-04-01,08:08:56,5013,74,1,3.5,3.5
71,2019-04-01,08:09:09,5873,43,1,3,3
72,2019-04-01,08:09:36,5676,31,1,2.2,2.2
73,2019-04-01,08:11:45,8293,61,1,4.75,4.75
74,2019-04-01,08:12:03,8291,47,1,3,3
75,2019-04-01,08:13:31,5388,54,2,2.75,5
76,2019-04-01,08:15:40,5765,37,2,3,6
77,2019-04-01,08:16:50,8326,28,1,2,2
78,2019-04-01,08:17:27,8483,33,2,3.5,7
79,2019-04-01,08:17:40,8318,53,2,3.25,6
80,2019-04-01,08:17:58,8170,24,1,3,3
81,2019-04-01,08:18:52,5735,51,1,3,3
82,2019-04-01,08:21:46,8042,58,1,3.5,3.5
83,2019-04-01,08:24:24,8050,40,2,4,7.5
84,2019-04-01,08:24:26,5290,56,2,2.8,5.1
85,2019-04-01,08:24:26,5290,69,1,3.5,3.25
86,2019-04-01,08:24:26,8411,26,1,3,3
87,2019-04-01,08:24:50,5305,44,1,2.5,2.5
88,2019-04-01,08:25:34,8126,87,2,3,6
89,2019-04-01,08:25:44,8413,30,2,3,6
90,2019-04-01,08:26:08,8057,44,1,2.5,2.5
91,2019-04-01,08:26:08,8057,74,1,3.5,3.5
92,2019-04-01,08:29:38,8023,56,1,2.8,2.55
93,2019-04-01,08:29:51,5577,32,2,3,6
94,2019-04-01,08:30:00,5398,47,1,3,3
95,2019-04-01,08:31:23,8003,40,1,4,3.75
96,2019-04-01,08:31:56,8397,57,1,3.35,3.1
97,2019-04-01,08:32:01,8443,61,2,4.75,9.5
98,2019-04-01,08:32:31,8180,61,1,4.75,4.75
99,2019-04-01,08:33:04,8086,61,2,4.75,9.5
100,2019-04-01,08:33:08,5691,43,1,3,3
101,2019-04-01,08:33:08,5691,76,1,3.5,3.5
102,2019-04-01,08:34:14,8373,30,2,3,6
103,2019-04-01,08:34:14,8373,74,1,3.5,3.5
104,2019-04-01,08:35:03,5401,45,2,3,6
105,2019-04-01,08:35:03,5401,71,1,3.75,3.75
106,2019-04-01,08:35:26,8168,22,2,2,4
107,2019-04-01,08:37:40,5680,70,1,3.25,3.25
108,2019-04-01,08:37:40,5680,87,1,3,3
109,2019-04-01,08:39:30,5601,54,2,2.75,5
110,2019-04-01,08:40:04,5607,41,2,4.5,8.5
111,2019-04-01,08:41:23,8397,39,1,4.5,4.25
112,2019-04-01,08:41:23,8397,75,1,3.25,3.5
113,2019-04-01,08:41:27,8207,45,2,3,6
114,2019-04-01,08:41:53,5384,25,2,2.2,4.4
115,2019-04-01,08:41:57,8278,40,2,4,7.5
116,2019-04-01,08:42:00,5782,24,2,3,6
117,2019-04-01,08:44:31,8355,54,1,2.75,2.5
118,2019-04-01,08:44:43,8236,53,2,3.25,6
119,2019-04-01,08:45:52,5895,24,2,3,6
120,2019-04-01,08:45:52,5895,77,1,3,3
121,2019-04-01,08:46:53,8324,24,1,3,3
122,2019-04-01,08:47:03,5066,23,1,2.5,2.5
123,2019-04-01,08:48:36,8282,56,2,2.8,5.1
124,2019-04-01,08:48:48,5598,38,1,4,3.75
125,2019-04-01,08:48:48,5598,75,1,3.25,3.5
126,2019-04-01,08:49:47,5511,34,1,2.45,2.45
127,2019-04-01,08:51:38,5346,57,2,3.35,6.2
128,2019-04-01,08:52:03,8400,38,1,4,3.75
129,2019-04-01,08:52:12,5543,25,2,2.2,4.4
130,2019-04-01,08:52:32,5924,26,1,3,3
131,2019-04-01,08:52:58,8490,23,1,2.5,2.5
132,2019-04-01,08:54:33,5721,27,2,3.5,7
133,2019-04-01,08:54:51,8490,33,1,3.5,3.5
134,2019-04-01,08:55:25,5105,39,2,4.5,8.5
135,2019-04-01,08:56:14,5453,36,1,3.75,3.75
136,2019-04-01,08:56:27,5896,29,2,2.5,5
137,2019-04-01,08:56:33,5055,50,1,2.5,2.5
138,2019-04-01,08:57:46,8398,54,1,2.75,2.5
139,2019-04-01,08:58:04,5140,44,2,2.5,5
140,2019-04-01,08:58:55,5317,26,1,3,3
141,2019-04-01,08:58:56,5803,22,2,2,4
142,2019-04-01,08:59:35,8501,47,2,3,6
143,2019-04-01,09:00:12,5391,55,1,4.5,4
144,2019-04-01,09:00:24,8164,40,2,4,7.5
145,2019-04-01,09:00:55,8247,35,2,3.1,6.2
146,2019-04-01,09:03:03,8080,34,2,2.45,4.9
147,2019-04-01,09:03:14,5303,55,2,4.5,8
148,2019-04-01,09:03:57,5044,36,2,3.75,7.5
149,2019-04-01,09:03:57,5044,76,1,3.5,3.5
150,2019-04-01,09:05:11,8434,42,1,2.5,2.5
151,2019-04-01,09:07:13,8007,45,1,3,3
152,2019-04-01,09:07:33,5863,36,1,3.75,3.75
153,2019-04-01,09:08:09,8348,45,2,3,6
154,2019-04-01,09:08:13,8176,24,1,3,3
155,2019-04-01,09:08:44,5608,42,2,2.5,5
156,2019-04-01,09:08:52,8457,50,2,2.5,5
157,2019-04-01,09:10:04,8109,53,2,3.25,6
158,2019-04-01,09:10:08,5385,25,1,2.2,2.2
159,2019-04-01,09:10:30,5445,60,2,3.75,7.5
160,2019-04-01,09:10:30,5445,78,1,4.5,4.5
161,2019-04-01,09:10:35,5259,38,2,4,7.5
162,2019-04-01,09:10:56,5674,54,1,2.75,2.5
163,2019-04-01,09:11:06,5418,56,1,2.8,2.55
164,2019-04-01,09:11:06,5418,77,1,3,3
165,2019-04-01,09:11:21,5550,33,2,3.5,7
166,2019-04-01,09:13:01,5602,44,1,2.5,2.5
167,2019-04-01,09:13:15,5806,56,2,2.8,5.1
168,2019-04-01,09:14:16,5061,48,1,2.5,2.5
169,2019-04-01,09:14:17,8118,23,1,2.5,2.5
170,2019-04-01,09:14:25,8448,46,1,2.5,2.5
171,2019-04-01,09:14:41,8350,32,1,3,3
172,2019-04-01,09:15:09,5538,47,2,3,6
173,2019-04-01,09:15:13,5902,43,2,3,6
174,2019-04-01,09:15:14,8485,36,2,3.75,7.5
175,2019-04-01,09:16:51,5301,54,1,2.75,2.5
176,2019-04-01,09:19:21,5827,25,2,2.2,4.4
177,2019-04-01,09:19:26,8197,59,1,4.5,4.5
178,2019-04-01,09:19:27,5888,45,1,3,3
179,2019-04-01,09:20:36,5257,37,2,3,6
180,2019-04-01,09:20:54,8330,26,2,3,6
181,2019-04-01,09:21:08,5539,38,1,4,3.75
182,2019-04-01,09:21:10,5891,59,1,4.5,4.5
183,2019-04-01,09:21:13,8489,54,2,2.75,5
184,2019-04-01,09:21:45,5581,40,2,4,7.5
185,2019-04-01,09:22:17,8436,45,1,3,3
186,2019-04-01,09:22:18,5910,50,2,2.5,5
187,2019-04-01,09:22:46,5141,34,1,2.45,2.45
188,2019-04-01,09:22:56,5825,26,2,3,6
189,2019-04-01,09:23:33,5528,60,1,3.75,3.75
190,2019-04-01,09:26:43,8481,34,2,2.45,4.9
191,2019-04-01,09:28:40,5144,34,2,2.45,4.9
192,2019-04-01,09:29:34,5792,44,2,2.5,5
193,2019-04-01,09:29:56,8267,36,2,3.75,7.5
194,2019-04-01,09:29:56,8267,74,1,3.5,3.5
195,2019-04-01,09:29:57,8146,53,1,3.25,3
196,2019-04-01,09:31:05,8322,52,2,2.75,5
197,2019-04-01,09:31:05,8322,72,1,3.25,3.25
198,2019-04-01,09:31:33,8204,27,1,3.5,3.5
199,2019-04-01,09:32:07,5652,45,2,3,6
200,2019-04-01,09:32:52,8458,57,2,3.35,6.2
201,2019-04-01,09:32:58,8065,39,1,4.5,4.25
202,2019-04-01,09:34:11,8159,40,2,4,7.5
203,2019-04-01,09:34:17,8183,41,2,4.5,8.5
204,2019-04-01,09:34:47,5528,60,2,3.75,7.5
205,2019-04-01,09:34:55,5237,48,2,2.5,5
206,2019-04-01,09:34:55,5237,76,1,3.5,3.5
207,2019-04-01,09:34:59,8376,61,2,4.75,9.5
208,2019-04-01,09:35:48,5044,51,2,3,6
209,2019-04-01,09:37:37,5515,37,1,3,3
210,2019-04-01,09:40:13,5439,41,1,4.5,4.25
211,2019-04-01,09:40:44,8264,23,1,2.5,2.5
212,2019-04-01,09:40:46,5687,61,1,4.75,4.75
213,2019-04-01,09:41:11,8140,49,1,3,3
214,2019-04-01,09:41:12,5932,61,1,4.75,4.75
215,2019-04-01,09:41:22,5138,45,2,3,6
216,2019-04-01,09:41:22,5138,79,1,3.75,3.75
217,2019-04-01,09:41:24,5915,55,1,4.5,4
218,2019-04-01,09:41:37,5015,34,1,2.45,2.45
219,2019-04-01,09:42:00,8080,47,1,3,3
220,2019-04-01,09:43:24,5282,50,2,2.5,5
221,2019-04-01,09:43:39,5901,56,2,2.8,5.1
222,2019-04-01,09:44:20,5878,54,2,2.75,5
223,2019-04-01,09:44:46,5158,24,1,3,3
224,2019-04-01,09:46:29,8377,50,1,2.5,2.5
225,2019-04-01,09:46:46,5136,37,2,3,6
226,2019-04-01,09:47:40,8467,40,2,4,7.5
227,2019-04-01,09:48:03,8028,30,1,3,3
228,2019-04-01,09:49:19,5020,26,2,3,6
229,2019-04-01,09:49:19,5020,72,1,3.25,3.25
230,2019-04-01,09:49:33,8181,29,2,2.5,5
231,2019-04-01,09:50:44,5415,37,2,3,6
232,2019-04-01,09:50:44,5415,69,1,3.5,3.25
233,2019-04-01,09:51:15,5144,26,2,3,6
234,2019-04-01,09:52:58,5285,50,1,2.5,2.5
235,2019-04-01,09:53:28,8075,47,1,3,3
236,2019-04-01,09:53:44,8310,40,2,4,7.5
237,2019-04-01,09:53:44,8310,72,1,3.25,3.25
238,2019-04-01,09:53:49,8159,35,1,3.1,3.1
239,2019-04-01,09:54:46,5610,23,1,2.5,2.5
240,2019-04-01,09:55:02,5566,60,1,3.75,3.75
241,2019-04-01,09:55:02,5566,70,1,3.25,3.25
242,2019-04-01,09:55:16,5561,43,2,3,6
243,2019-04-01,09:55:25,8409,58,1,3.5,3.5
244,2019-04-01,09:55:52,8066,59,1,4.5,4.5
245,2019-04-01,09:56:30,8471,22,1,2,2
246,2019-04-01,09:57:34,8455,25,1,2.2,2.2
247,2019-04-01,09:57:45,8173,33,2,3.5,7
248,2019-04-01,09:58:02,5103,46,2,2.5,5
249,2019-04-01,09:59:02,5750,47,2,3,6
250,2019-04-01,10:00:03,8195,35,1,3.1,3.1
251,2019-04-01,10:00:39,8219,32,2,3,6
252,2019-04-01,10:01:49,8225,49,1,3,3
253,2019-04-01,10:03:55,8443,36,2,3.75,7.5
254,2019-04-01,10:05:01,5272,61,2,4.75,9.5
255,2019-04-01,10:09:04,8291,27,2,3.5,7
256,2019-04-01,10:09:04,8291,71,1,3.75,3.75
257,2019-04-01,10:10:11,5630,61,1,4.75,4.75
258,2019-04-01,10:11:18,8418,44,2,2.5,5
259,2019-04-01,10:13:35,5726,46,1,2.5,2.5
260,2019-04-01,10:13:58,5663,53,1,3.25,3
261,2019-04-01,10:14:30,8131,54,1,2.75,2.5
262,2019-04-01,10:14:49,5071,26,1,3,3
263,2019-04-01,10:14:49,5071,71,1,3.75,3.75
264,2019-04-01,10:16:30,5916,32,2,3,6
265,2019-04-01,10:16:33,8007,54,1,2.75,2.5
266,2019-04-01,10:18:14,8445,41,2,4.5,8.5
267,2019-04-01,10:18:21,8234,33,2,3.5,7
268,2019-04-01,10:18:52,5619,25,2,2.2,4.4
269,2019-04-01,10:19:42,5419,23,2,2.5,5
270,2019-04-01,10:20:41,5078,31,1,2.2,2.2
271,2019-04-01,10:21:01,5134,40,1,4,3.75
272,2019-04-01,10:22:06,5806,22,1,2,2
273,2019-04-01,10:22:06,5806,77,1,3,3
274,2019-04-01,10:23:01,8397,48,2,2.5,5
275,2019-04-01,10:23:49,5056,36,2,3.75,7.5
276,2019-04-01,10:24:19,8012,54,1,2.75,2.5
277,2019-04-01,10:24:35,8121,55,1,4.5,4
278,2019-04-01,10:24:39,8032,24,1,3,3
279,2019-04-01,10:25:22,8445,56,2,2.8,5.1
280,2019-04-01,10:25:45,5073,58,2,3.5,7
281,2019-04-01,10:25:45,5073,74,1,3.5,3.5
282,2019-04-01,10:27:34,8081,29,1,2.5,2.5
283,2019-04-01,10:27:34,8081,77,1,3,3
284,2019-04-01,10:27:48,8458,47,2,3,6
285,2019-04-01,10:28:40,5175,47,1,3,3
286,2019-04-01,10:29:07,5047,40,1,4,3.75
287,2019-04-01,10:29:07,5047,79,1,3.75,3.75
288,2019-04-01,10:30:07,5384,35,1,3.1,3.1
289,2019-04-01,10:30:07,5384,70,1,3.25,3.25
290,2019-04-01,10:31:15,5291,32,1,3,3
291,2019-04-01,10:33:05,5881,43,2,3,6
292,2019-04-01,10:34:17,5710,48,2,2.5,5
293,2019-04-01,10:34:22,8489,57,2,3.35,6.2
294,2019-04-01,10:35:05,8366,41,2,4.5,8.5
295,2019-04-01,10:35:38,5029,43,2,3,6
296,2019-04-01,10:35:40,5930,39,1,4.5,4.25
297,2019-04-01,10:35:47,8059,60,1,3.75,3.75
298,2019-04-01,10:38:12,8043,28,1,2,2
299,2019-04-01,10:38:16,8448,57,1,3.35,3.1
300,2019-04-01,10:38:16,8448,69,1,3.5,3.25
301,2019-04-01,10:39:40,8257,60,2,3.75,7.5
302,2019-04-01,10:39:45,8446,34,2,2.45,4.9
303,2019-04-01,10:41:35,5252,26,1,3,3
304,2019-04-01,10:41:35,5252,69,1,3.5,3.25
305,2019-04-01,10:41:38,8314,46,2,2.5,5
306,2019-04-01,10:41:53,5392,59,1,4.5,4.5
307,2019-04-01,10:43:07,8242,52,2,2.75,5
308,2019-04-01,10:43:23,8150,49,1,3,3
309,2019-04-01,10:45:36,8266,36,1,3.75,3.75
310,2019-04-01,10:46:20,8399,52,1,2.75,2.5
311,2019-04-01,10:47:02,5694,33,2,3.5,7
312,2019-04-01,10:47:53,5531,36,2,3.75,7.5
313,2019-04-01,10:49:13,8036,51,2,3,6
314,2019-04-01,10:49:51,5394,61,2,4.75,9.5
315,2019-04-01,10:51:17,5746,47,1,3,3
316,2019-04-01,10:51:23,5063,59,2,4.5,9
317,2019-04-01,10:51:35,8001,54,1,2.75,2.5
318,2019-04-01,10:51:49,8036,60,1,3.75,3.75
319,2019-04-01,10:51:49,8036,77,1,3,3
320,2019-04-01,10:52:44,8488,23,2,2.5,5
321,2019-04-01,10:52:44,8488,73,1,3.75,3.75
322,2019-04-01,10:55:08,5890,32,1,3,3
323,2019-04-01,10:55:08,5890,73,1,3.75,3.75
324,2019-04-01,10:56:14,5233,38,1,4,3.75
325,2019-04-01,10:56:14,5233,76,1,3.5,3.5
326,2019-04-01,10:59:37,8003,48,1,2.5,2.5
327,2019-04-01,11:01:48,5794,45,2,3,6
328,2019-04-01,11:01:48,5794,72,1,3.25,3.25
329,2019-04-01,11:03:25,5559,47,2,3,6
330,2019-04-01,11:03:25,5559,75,1,3.25,3.5
331,2019-04-01,11:04:32,8406,39,2,4.5,8.5
332,2019-04-01,11:06:13,5546,57,1,3.35,3.1
333,2019-04-01,11:06:13,5546,71,1,3.75,3.75
334,2019-04-01,11:07:09,5485,54,1,2.75,2.5
335,2019-04-01,11:07:10,8325,23,1,2.5,2.5
336,2019-04-01,11:08:59,8113,51,2,3,6
337,2019-04-01,11:10:45,5644,22,1,2,2
338,2019-04-01,11:10:45,5644,70,1,3.25,3.25
339,2019-04-01,11:13:00,8192,41,1,4.5,4.25
340,2019-04-01,11:16:30,5618,87,1,3,3
341,2019-04-01,11:16:36,8146,41,2,4.5,8.5
342,2019-04-01,11:16:40,8227,47,2,3,6
343,2019-04-01,11:16:43,8424,25,2,2.2,4.4
344,2019-04-01,11:19:33,8011,60,1,3.75,3.75
345,2019-04-01,11:19:33,8011,73,1,3.75,3.75
346,2019-04-01,11:21:00,8298,54,2,2.75,5
347,2019-04-01,11:21:04,5480,51,2,3,6
348,2019-04-01,11:21:05,5515,47,1,3,3
349,2019-04-01,11:21:10,8061,40,1,4,3.75
350,2019-04-01,11:21:47,8410,40,2,4,7.5
351,2019-04-01,11:22:50,8130,38,2,4,7.5
352,2019-04-01,11:23:01,8381,31,1,2.2,2.2
353,2019-04-01,11:23:13,8190,59,2,4.5,9
354,2019-04-01,11:23:13,8190,76,1,3.5,3.5
355,2019-04-01,11:23:23,5230,38,2,4,7.5
356,2019-04-01,11:23:43,5055,60,2,3.75,7.5
357,2019-04-01,11:23:43,5055,77,1,3,3
358,2019-04-01,11:24:22,8074,38,2,4,7.5
359,2019-04-01,11:25:37,5822,40,2,4,7.5
360,2019-04-01,11:26:42,5221,33,1,3.5,3.5
361,2019-04-01,11:28:15,8359,44,2,2.5,5
362,2019-04-01,11:29:25,5403,56,2,2.8,5.1
363,2019-04-01,11:29:26,8139,42,2,2.5,5
364,2019-04-01,11:29:45,8267,57,2,3.35,6.2
365,2019-04-01,11:29:57,8267,35,2,3.1,6.2
366,2019-04-01,11:29:57,8267,78,1,4.5,4.5
367,2019-04-01,11:30:22,8398,23,1,2.5,2.5
368,2019-04-01,11:30:55,5510,32,1,3,3
369,2019-04-01,11:31:35,8446,24,1,3,3
370,2019-04-01,11:31:43,5789,51,2,3,6
371,2019-04-01,11:31:43,5789,72,1,3.25,3.25
372,2019-04-01,11:31:53,5582,54,2,2.75,5
373,2019-04-01,11:31:53,5582,75,1,3.25,3.5
374,2019-04-01,11:33:08,8024,45,2,3,6
375,2019-04-01,11:33:27,8382,50,1,2.5,2.5
376,2019-04-01,11:33:57,8131,57,2,3.35,6.2
377,2019-04-01,11:33:57,8131,74,1,3.5,3.5
378,2019-04-01,11:34:36,8030,30,2,3,6
379,2019-04-01,11:35:14,8144,31,1,2.2,2.2
380,2019-04-01,11:38:57,8073,61,2,4.75,9.5
381,2019-04-01,11:39:14,5226,60,1,3.75,3.75
382,2019-04-01,11:39:14,5226,71,1,3.75,3.75
383,2019-04-01,11:39:24,8289,33,2,3.5,7
384,2019-04-01,11:39:28,8347,42,2,2.5,5
385,2019-04-01,11:39:30,8029,56,1,2.8,2.55
386,2019-04-01,11:39:44,5266,27,2,3.5,7
387,2019-04-01,11:39:44,5266,74,1,3.5,3.5
388,2019-04-01,11:40:02,8473,55,1,4.5,4
389,2019-04-01,11:41:11,8386,32,1,3,3
390,2019-04-01,11:42:44,5716,46,1,2.5,2.5
391,2019-04-01,11:44:09,5343,38,1,4,3.75
392,2019-04-01,11:45:06,8189,33,2,3.5,7
393,2019-04-01,11:45:43,5545,39,1,4.5,4.25
394,2019-04-01,11:45:44,5154,51,2,3,6
395,2019-04-01,11:45:54,8307,27,2,3.5,7
396,2019-04-01,11:46:35,8303,47,2,3,6
397,2019-04-01,11:47:45,8304,48,2,2.5,5
398,2019-04-01,11:48:09,5193,35,2,3.1,6.2
399,2019-04-01,11:48:09,5193,79,1,3.75,3.75
400,2019-04-01,11:48:56,8480,50,2,2.5,5
401,2019-04-01,11:49:42,8219,54,1,2.75,2.5
402,2019-04-01,11:49:42,8219,72,1,3.25,3.25
403,2019-04-01,11:50:58,5614,45,2,3,6
404,2019-04-01,11:51:30,8140,33,2,3.5,7
405,2019-04-01,11:51:41,5597,48,2,2.5,5
406,2019-04-01,11:52:31,5131,57,1,3.35,3.1
407,2019-04-01,11:53:13,5142,53,2,3.25,6
408,2019-04-01,11:53:45,8333,37,2,3,6
409,2019-04-01,11:53:45,8333,69,1,3.5,3.25
410,2019-04-01,11:53:59,8383,58,2,3.5,7
411,2019-04-01,11:54:30,5926,34,1,2.45,2.45
412,2019-04-01,11:54:38,5096,23,1,2.5,2.5
413,2019-04-01,11:54:39,5035,49,1,3,3
414,2019-04-01,11:55:07,5712,59,2,4.5,9
415,2019-04-01,11:55:20,8319,39,2,4.5,8.5
416,2019-04-01,11:56:07,5705,52,2,2.75,5
417,2019-04-01,11:57:05,8209,51,2,3,6
418,2019-04-01,11:57:17,5079,58,1,3.5,3.5
419,2019-04-01,11:57:28,5876,52,2,2.75,5
420,2019-04-01,12:00:20,5469,29,1,2.5,2.5
421,2019-04-01,12:00:34,8202,34,2,2.45,4.9
422,2019-04-01,12:00:34,8202,73,1,3.75,3.75
423,2019-04-01,12:01:39,8221,26,2,3,6
424,2019-04-01,12:01:55,5402,30,2,3,6
425,2019-04-01,12:03:09,8365,36,1,3.75,3.75
426,2019-04-01,12:03:38,8367,47,1,3,3
427,2019-04-01,12:04:07,8361,43,2,3,6
428,2019-04-01,12:04:14,5325,29,2,2.5,5
429,2019-04-01,12:04:14,5325,70,1,3.25,3.25
430,2019-04-01,12:04:22,8042,27,2,3.5,7
431,2019-04-01,12:06:29,5904,46,1,2.5,2.5
432,2019-04-01,12:07:15,5737,39,2,4.5,8.5
433,2019-04-01,12:07:42,8147,24,1,3,3
434,2019-04-01,12:08:11,8406,27,1,3.5,3.5
435,2019-04-01,12:08:21,5103,43,1,3,3
436,2019-04-01,12:08:36,8245,35,1,3.1,3.1
437,2019-04-01,12:09:04,8042,87,1,3,3
438,2019-04-01,12:09:12,8466,50,2,2.5,5
439,2019-04-01,12:09:48,8404,49,2,3,6
440,2019-04-01,12:10:38,5786,33,2,3.5,7
441,2019-04-01,12:11:04,8343,25,2,2.2,4.4
442,2019-04-01,12:11:41,5685,27,1,3.5,3.5
443,2019-04-01,12:11:41,5685,69,1,3.5,3.25
444,2019-04-01,12:13:07,5940,38,2,4,7.5
445,2019-04-01,12:13:41,8194,59,1,4.5,4.5
446,2019-04-01,12:13:42,8019,36,1,3.75,3.75
447,2019-04-01,12:14:26,8429,35,2,3.1,6.2
448,2019-04-01,12:16:19,5354,33,2,3.5,7
449,2019-04-01,12:16:59,8263,24,1,3,3
450,2019-04-01,12:17:38,8449,50,2,2.5,5
451,2019-04-01,12:18:07,5324,25,2,2.2,4.4
452,2019-04-01,12:19:10,8279,61,2,4.75,9.5
453,2019-04-01,12:22:00,5049,51,1,3,3
454,2019-04-01,12:23:18,8053,46,1,2.5,2.5
455,2019-04-01,12:23:18,8053,71,1,3.75,3.75
456,2019-04-01,12:25:31,8297,39,2,4.5,8.5
457,2019-04-01,12:25:49,8333,49,2,3,6
458,2019-04-01,12:27:06,5651,41,2,4.5,8.5
459,2019-04-01,12:27:08,8142,39,1,4.5,4.25
460,2019-04-01,12:28:36,8307,43,1,3,3
461,2019-04-01,12:29:20,8079,60,2,3.75,7.5
462,2019-04-01,12:29:47,8180,29,1,2.5,2.5
463,2019-04-01,12:29:47,8180,76,1,3.5,3.5
464,2019-04-01,12:30:49,8169,38,1,4,3.75
465,2019-04-01,12:34:26,5796,37,1,3,3
466,2019-04-01,12:34:47,5500,47,1,3,3
467,2019-04-01,12:35:07,5748,29,2,2.5,5
468,2019-04-01,12:35:53,5221,31,2,2.2,4.4
469,2019-04-01,12:36:57,8451,60,1,3.75,3.75
470,2019-04-01,12:38:28,8450,49,2,3,6
471,2019-04-01,12:39:24,5492,25,2,2.2,4.4
472,2019-04-01,12:40:31,8395,42,2,2.5,5
473,2019-04-01,12:43:01,5889,26,1,3,3
474,2019-04-01,12:43:01,5889,72,1,3.25,3.25
475,2019-04-01,12:44:01,8118,60,1,3.75,3.75
476,2019-04-01,12:44:03,8296,28,2,2,4
477,2019-04-01,12:45:05,5116,27,2,3.5,7
478,2019-04-01,12:45:10,8478,58,1,3.5,3.5
479,2019-04-01,12:45:19,8039,26,2,3,6
480,2019-04-01,12:45:56,8407,33,1,3.5,3.5
481,2019-04-01,12:48:40,5558,40,2,4,7.5
482,2019-04-01,12:48:40,5558,72,1,3.25,3.25
483,2019-04-01,12:49:05,5575,44,1,2.5,2.5
484,2019-04-01,12:49:16,8419,32,2,3,6
485,2019-04-01,12:49:48,8377,30,1,3,3
486,2019-04-01,12:51:21,8463,53,1,3.25,3
487,2019-04-01,12:51:32,5923,41,1,4.5,4.25
488,2019-04-01,12:51:32,5923,69,1,3.5,3.25
489,2019-04-01,12:51:57,5712,61,1,4.75,4.75
490,2019-04-01,12:51:57,5712,72,1,3.25,3.25
