transaction_date,transaction_time,customer_id,product_id,quantity,unit_price,total_price
2019-05-01,09:09:09,8244,55,2,4.50,9.00
2019-05-01,09:10:14,8289,46,4,2.50,10.00
2019-05-01,09:10:34,5826,26,1,3.00,3.00
2019-05-01,09:11:54,8371,23,2,2.50,5.00
2019-05-01,09:12:44,5394,74,2,3.50,7.00
2019-05-01,09:13:49,8334,76,1,3.50,3.50
2019-05-01,09:14:26,8170,54,1,2.75,2.75
2019-05-01,09:16:28,8282,65,3,0.80,2.40
2019-05-01,09:18:05,5234,49,1,3.00,3.00
2019-05-01,09:19:07,5699,87,1,3.00,3.00
2019-05-01,09:22:10,5168,16,2,8.95,17.90
2019-05-01,09:23:20,8463,41,1,4.50,4.50
2019-05-01,09:23:58,5921,26,1,3.00,3.00
2019-05-01,09:24:33,5342,45,1,3.00,3.00
2019-05-01,09:24:55,5197,46,1,2.50,2.50
2019-05-01,09:25:54,8141,29,2,2.50,5.00
2019-05-01,09:26:41,8152,50,1,2.50,2.50
2019-05-01,09:35:19,8017,29,1,2.50,2.50
2019-05-01,09:37:23,8390,32,1,3.00,3.00
2019-05-01,09:39:32,8500,69,1,3.50,3.50
2019-05-01,09:39:59,8188,49,2,3.00,6.00
2019-05-01,09:44:42,8276,44,2,2.50,5.00
2019-05-01,09:46:15,5171,43,2,3.00,6.00
2019-05-01,09:56:22,8301,28,2,2.00,4.00
2019-05-01,10:01:56,8015,83,1,14.00,14.00
2019-05-01,10:07:44,8219,30,2,3.00,6.00
2019-05-01,10:07:50,8487,25,1,2.20,2.20
2019-05-01,10:08:41,5915,38,1,4.00,4.00
2019-05-01,10:09:01,8414,72,2,3.25,6.50
2019-05-01,10:09:06,8183,77,1,3.00,3.00
2019-05-01,10:10:06,5387,64,2,0.80,1.60
2019-05-01,10:12:22,5898,42,1,2.50,2.50
2019-05-01,10:18:51,8250,51,1,3.00,3.00
2019-05-01,10:19:34,8103,43,1,3.00,3.00
2019-05-01,10:21:00,5278,63,2,0.80,1.60
2019-05-01,10:21:13,8349,52,1,2.75,2.75
2019-05-01,10:23:21,8318,57,1,3.35,3.35
2019-05-01,10:24:00,8488,44,8,2.50,20.00
2019-05-01,10:24:20,5791,39,2,4.50,9.00
2019-05-01,10:24:31,8057,42,2,2.50,5.00
2019-05-01,10:27:10,5031,63,1,0.80,0.80
2019-05-01,10:27:36,5440,57,2,3.35,6.70
2019-05-01,10:30:35,8329,46,1,2.50,2.50
2019-05-01,10:30:51,8449,25,1,2.20,2.20
2019-05-01,10:33:04,8248,36,1,3.75,3.75
2019-05-01,10:33:27,8462,20,3,7.60,22.80
2019-05-01,10:34:29,8305,61,1,4.75,4.75
2019-05-01,10:35:00,8337,23,2,2.50,5.00
2019-05-01,10:35:05,8309,74,1,3.50,3.50
2019-05-01,10:35:49,5133,52,2,2.75,5.50
2019-05-01,10:35:50,5225,31,1,2.20,2.20
2019-05-01,10:36:39,8112,73,1,3.75,3.75
2019-05-01,10:37:42,8439,43,1,3.00,3.00
2019-05-01,10:39:17,5668,26,1,3.00,3.00
2019-05-01,10:42:27,8168,35,1,3.10,3.10
2019-05-01,10:42:32,5894,59,2,4.50,9.00
2019-05-01,10:45:18,5048,23,1,2.50,2.50
2019-05-01,10:48:34,8248,38,2,4.00,8.00
2019-05-01,10:50:28,8349,72,2,3.25,6.50
2019-05-01,10:51:49,8163,79,1,3.75,3.75
2019-05-01,10:53:24,8266,53,1,3.25,3.25
2019-05-01,10:54:44,8266,37,1,3.00,3.00
2019-05-01,10:55:07,8177,24,1,3.00,3.00
2019-05-01,10:56:42,8488,27,1,3.50,3.50
2019-05-01,11:05:06,5713,24,2,3.00,6.00
2019-05-01,11:05:21,5458,51,2,3.00,6.00
2019-05-01,11:08:54,5812,45,1,3.00,3.00
2019-05-01,11:09:32,5587,84,1,0.80,0.80
2019-05-01,11:10:02,8202,57,1,3.35,3.35
2019-05-01,11:11:28,5813,72,2,3.25,6.50
2019-05-01,11:16:09,8339,45,1,3.00,3.00
2019-05-01,11:19:41,8468,53,1,3.25,3.25
2019-05-01,11:20:30,5013,75,1,3.25,3.25
2019-05-01,11:25:02,5381,28,1,2.00,2.00
2019-05-01,11:25:12,8311,24,2,3.00,6.00
2019-05-01,11:26:03,5712,57,1,3.35,3.35
2019-05-01,11:28:36,5553,29,1,2.50,2.50
2019-05-01,11:30:20,5312,51,2,3.00,6.00
2019-05-01,11:32:55,5458,24,1,3.00,3.00
2019-05-01,11:33:06,5932,58,1,3.50,3.50
2019-05-01,11:33:44,5710,39,1,4.50,4.50
2019-05-01,11:34:14,5730,26,1,3.00,3.00
2019-05-01,11:38:44,5400,77,1,3.00,3.00
2019-05-01,11:39:27,8175,25,8,2.20,17.60
2019-05-01,11:39:38,8118,24,1,3.00,3.00
2019-05-01,11:42:05,5157,45,2,3.00,6.00
2019-05-01,11:46:50,8049,40,1,4.00,4.00
2019-05-01,11:48:20,8277,45,2,3.00,6.00
2019-05-01,11:48:52,5222,45,1,3.00,3.00
2019-05-01,11:55:38,8472,23,1,2.50,2.50
2019-05-01,11:59:39,8305,51,2,3.00,6.00
2019-05-01,12:00:48,5014,73,1,3.75,3.75
2019-05-01,12:01:19,8272,37,1,3.00,3.00
2019-05-01,12:04:28,8093,23,2,2.50,5.00
2019-05-01,12:08:01,8092,54,1,2.75,2.75
2019-05-01,12:10:14,8256,48,6,2.50,15.00
2019-05-01,12:18:54,5006,72,1,3.25,3.25
2019-05-01,12:19:51,5112,74,7,3.50,24.50
2019-05-01,12:19:56,5635,22,2,2.00,4.00
2019-05-01,12:24:21,5193,24,2,3.00,6.00
2019-05-01,12:27:37,8473,73,2,3.75,7.50
2019-05-01,12:32:13,5679,47,1,3.00,3.00
2019-05-01,12:32:19,8022,36,2,3.75,7.50
2019-05-01,12:34:56,5712,48,3,2.50,7.50
2019-05-01,12:37:38,8201,22,1,2.00,2.00
2019-05-01,12:50:21,5488,32,2,3.00,6.00
2019-05-01,12:50:27,5573,30,1,3.00,3.00
2019-05-01,12:55:51,5028,40,1,4.00,4.00
2019-05-01,13:01:29,8324,29,2,2.50,5.00
2019-05-01,13:03:13,8312,34,1,2.45,2.45
2019-05-01,13:05:09,8209,71,1,3.75,3.75
2019-05-01,13:05:53,8260,71,1,3.75,3.75
2019-05-01,13:08:31,8338,54,2,2.75,5.50
2019-05-01,13:14:34,8036,32,1,3.00,3.00
2019-05-01,13:15:35,5456,76,1,3.50,3.50
2019-05-01,13:17:15,8084,34,2,2.45,4.90
2019-05-01,13:17:40,5715,56,2,2.80,5.60
2019-05-01,13:19:44,8456,32,2,3.00,6.00
2019-05-01,13:21:17,8254,45,2,3.00,6.00
2019-05-01,13:27:48,5763,44,2,2.50,5.00
2019-05-01,13:28:10,5001,40,1,4.00,4.00
2019-05-01,13:29:41,5430,24,1,3.00,3.00
2019-05-01,13:31:49,8004,73,2,3.75,7.50
2019-05-01,13:31:59,8298,51,1,3.00,3.00
2019-05-01,13:32:26,8071,71,2,3.75,7.50
2019-05-01,13:32:37,5606,51,1,3.00,3.00
2019-05-01,13:33:17,5582,38,1,4.00,4.00
2019-05-01,13:33:27,8262,42,1,2.50,2.50
2019-05-01,13:38:37,5440,87,1,3.00,3.00
2019-05-01,13:42:17,5147,47,1,3.00,3.00
2019-05-01,13:48:33,8354,47,1,3.00,3.00
2019-05-01,13:50:43,5434,32,2,3.00,6.00
2019-05-01,13:55:43,8256,38,1,4.00,4.00
2019-05-01,13:56:32,8035,61,1,4.75,4.75
2019-05-01,13:59:56,8154,70,1,3.25,3.25
2019-05-01,14:04:13,5180,30,1,3.00,3.00
2019-05-01,14:04:35,5313,36,3,3.75,11.25
2019-05-01,14:10:12,5430,59,1,4.50,4.50
2019-05-01,14:15:01,8154,47,2,3.00,6.00
2019-05-01,14:18:36,8104,78,1,4.50,4.50
2019-05-01,14:22:00,8047,39,1,4.50,4.50
2019-05-01,14:22:19,8374,31,2,2.20,4.40
2019-05-01,14:26:03,5789,30,1,3.00,3.00
2019-05-01,14:26:54,5571,58,1,3.50,3.50
2019-05-01,14:27:40,5301,31,2,2.20,4.40
2019-05-01,14:29:38,5391,37,1,3.00,3.00
2019-05-01,14:37:48,8379,48,2,2.50,5.00
2019-05-01,14:42:24,8217,42,2,2.50,5.00
2019-05-01,14:45:06,8310,38,2,4.00,8.00
2019-05-01,14:45:50,8325,26,1,3.00,3.00
2019-05-01,14:46:58,5197,65,1,0.80,0.80
2019-05-01,14:48:42,5888,41,1,4.50,4.50
2019-05-01,14:49:20,8342,27,2,3.50,7.00
2019-05-01,14:50:25,5112,43,6,3.00,18.00
2019-05-01,14:52:02,5505,61,2,4.75,9.50
2019-05-01,14:56:42,5208,60,1,3.75,3.75
2019-05-01,14:57:01,5319,54,3,2.75,8.25
2019-05-01,15:00:25,5491,55,2,4.50,9.00
2019-05-01,15:03:35,5482,58,2,3.50,7.00
2019-05-01,15:12:55,8132,61,2,4.75,9.50
2019-05-01,15:15:50,5745,36,2,3.75,7.50
2019-05-01,15:22:47,8267,65,2,0.80,1.60
2019-05-01,15:25:38,8302,33,1,3.50,3.50
2019-05-01,15:30:35,8234,41,1,4.50,4.50
2019-05-01,15:31:55,5517,38,2,4.00,8.00
2019-05-01,15:32:35,8085,52,1,2.75,2.75
2019-05-01,15:38:46,5601,60,1,3.75,3.75
2019-05-01,15:40:31,5511,41,1,4.50,4.50
2019-05-01,15:44:26,5504,24,2,3.00,6.00
2019-05-01,15:44:39,5677,46,1,2.50,2.50
2019-05-01,15:46:17,8468,50,2,2.50,5.00
2019-05-01,15:47:33,8401,37,1,3.00,3.00
2019-05-01,15:49:51,8034,39,1,4.50,4.50
2019-05-01,15:52:13,8416,55,1,4.50,4.50
2019-05-01,15:54:05,5799,60,1,3.75,3.75
2019-05-01,15:54:32,8393,55,2,4.50,9.00
2019-05-01,15:58:04,5350,42,2,2.50,5.00
2019-05-01,15:59:18,5830,33,1,3.50,3.50
2019-05-01,16:00:21,5298,56,2,2.80,5.60
2019-05-01,16:06:43,8370,52,2,2.75,5.50
2019-05-01,16:12:26,5331,54,2,2.75,5.50
2019-05-01,16:15:01,8008,46,2,2.50,5.00
2019-05-01,16:16:05,8382,75,2,3.25,6.50
2019-05-01,16:16:28,8231,87,1,3.00,3.00
2019-05-01,16:17:08,8133,78,1,4.50,4.50
2019-05-01,16:18:23,8134,26,1,3.00,3.00
2019-05-01,16:26:27,5575,51,2,3.00,6.00
2019-05-01,16:30:37,8458,61,2,4.75,9.50
2019-05-01,16:32:14,5180,47,1,3.00,3.00
2019-05-01,16:46:06,8454,36,1,3.75,3.75
2019-05-01,16:49:23,8146,29,1,2.50,2.50
2019-05-01,16:55:27,8146,29,1,2.50,2.50
2019-05-01,16:59:59,8266,55,1,4.50,4.50
2019-05-01,17:02:26,5747,70,2,3.25,6.50
2019-05-01,17:03:25,8028,87,1,3.00,3.00
2019-05-01,17:04:27,8007,61,1,4.75,4.75
2019-05-01,17:05:34,5424,41,2,4.50,9.00
2019-05-01,17:06:50,5676,77,2,3.00,6.00
2019-05-01,17:08:39,8344,57,1,3.35,3.35
2019-05-01,17:10:57,5054,37,1,3.00,3.00
2019-05-01,17:11:04,8444,7,1,19.75,19.75
2019-05-01,17:13:15,8438,39,1,4.50,4.50
2019-05-01,17:13:57,8021,61,2,4.75,9.50
2019-05-01,17:25:58,8385,24,1,3.00,3.00
2019-05-01,17:30:56,5418,43,1,3.00,3.00
2019-05-01,17:32:56,8459,46,1,2.50,2.50
2019-05-01,17:35:30,8053,30,2,3.00,6.00
2019-05-01,17:39:06,8370,72,1,3.25,3.25
2019-05-01,17:41:49,5616,38,1,4.00,4.00
2019-05-01,17:42:37,5598,33,1,3.50,3.50
2019-05-01,17:46:32,8088,38,1,4.00,4.00
2019-05-01,17:53:59,8327,41,1,4.50,4.50
2019-05-01,17:54:28,5323,71,2,3.75,7.50
2019-05-01,17:55:58,5400,42,1,2.50,2.50
2019-05-01,17:56:22,5742,61,2,4.75,9.50
2019-05-01,17:57:37,5698,33,2,3.50,7.00
2019-05-01,17:59:23,5461,29,7,2.50,17.50
2019-05-01,18:03:00,5784,24,1,3.00,3.00
2019-05-01,18:10:35,5852,61,2,4.75,9.50
2019-05-01,18:10:59,8052,69,1,3.50,3.50
2019-05-01,18:14:34,5794,27,2,3.50,7.00
2019-05-01,18:15:30,5717,39,1,4.50,4.50
2019-05-01,18:32:19,5763,31,1,2.20,2.20
2019-05-01,18:35:59,5776,87,2,3.00,6.00
2019-05-01,18:39:37,5060,35,5,3.10,15.50
2019-05-01,18:44:57,5438,27,2,3.50,7.00
2019-05-01,18:46:59,5441,46,1,2.50,2.50
2019-05-01,18:47:59,8226,49,1,3.00,3.00
2019-05-01,19:02:57,5562,30,2,3.00,6.00
2019-05-01,19:19:34,8023,77,2,3.00,6.00
2019-05-01,19:20:52,5551,78,1,4.50,4.50
2019-05-01,19:25:43,5731,32,1,3.00,3.00
2019-05-01,19:26:35,8102,74,2,3.50,7.00
2019-05-01,19:40:59,8497,47,1,3.00,3.00
2019-05-01,19:44:04,8490,43,2,3.00,6.00
2019-05-01,19:53:16,5940,36,2,3.75,7.50
2019-05-02,06:02:53,5608,61,1,4.75,4.75
2019-05-02,06:08:12,8246,44,1,2.50,2.50
2019-05-02,06:08:34,5313,61,1,4.75,4.75
2019-05-02,06:10:06,5195,64,1,0.80,0.80
2019-05-02,06:11:56,8476,28,1,2.00,2.00
2019-05-02,06:18:20,8051,47,1,3.00,3.00
2019-05-02,06:22:38,5658,22,1,2.00,2.00
2019-05-02,06:37:54,5858,77,2,3.00,6.00
2019-05-02,06:44:23,5339,39,1,4.50,4.50
2019-05-02,06:52:36,5580,43,1,3.00,3.00
2019-05-02,06:52:54,5044,53,1,3.25,3.25
2019-05-02,06:53:18,5105,73,1,3.75,3.75
2019-05-02,06:57:50,8279,45,1,3.00,3.00
2019-05-02,07:06:00,8230,41,1,4.50,4.50
2019-05-02,07:17:30,8190,29,2,2.50,5.00
2019-05-02,07:26:03,8103,74,2,3.50,7.00
2019-05-02,07:27:04,5330,52,2,2.75,5.50
2019-05-02,07:27:24,8109,33,1,3.50,3.50
2019-05-02,07:31:15,8034,56,1,2.80,2.80
2019-05-02,07:33:14,5746,6,1,21.00,21.00
2019-05-02,07:35:59,5845,75,2,3.25,6.50
2019-05-02,07:42:37,5333,46,2,2.50,5.00
2019-05-02,07:42:59,8388,83,1,14.00,14.00
2019-05-02,07:46:41,8085,31,1,2.20,2.20
2019-05-02,07:48:56,8311,76,2,3.50,7.00
2019-05-02,07:49:19,5488,34,2,2.45,4.90
2019-05-02,07:50:42,5219,75,2,3.25,6.50
2019-05-02,07:56:37,5721,39,1,4.50,4.50
2019-05-02,07:57:34,8085,43,1,3.00,3.00
2019-05-02,08:00:58,5860,57,1,3.35,3.35
2019-05-02,08:02:34,8094,54,2,2.75,5.50
2019-05-02,08:03:40,8332,27,1,3.50,3.50
2019-05-02,08:09:03,5683,30,1,3.00,3.00
2019-05-02,08:11:12,8063,34,1,2.45,2.45
2019-05-02,08:13:18,5688,55,2,4.50,9.00
2019-05-02,08:16:48,5920,48,1,2.50,2.50
2019-05-02,08:18:29,5369,50,2,2.50,5.00
2019-05-02,08:21:50,8439,35,1,3.10,3.10
2019-05-02,08:23:13,8232,83,1,14.00,14.00
2019-05-02,08:26:40,5645,70,2,3.25,6.50
2019-05-02,08:26:52,8096,69,2,3.50,7.00
2019-05-02,08:27:36,5732,64,1,0.80,0.80
2019-05-02,08:29:05,5685,79,1,3.75,3.75
2019-05-02,08:29:47,5803,24,2,3.00,6.00
2019-05-02,08:30:12,8204,24,6,3.00,18.00
2019-05-02,08:30:39,5284,56,1,2.80,2.80
2019-05-02,08:33:22,8196,37,2,3.00,6.00
2019-05-02,08:34:10,5875,31,2,2.20,4.40
2019-05-02,08:43:49,5093,31,1,2.20,2.20
2019-05-02,08:44:48,5852,39,1,4.50,4.50
2019-05-02,08:45:43,5291,53,2,3.25,6.50
2019-05-02,08:46:18,5588,22,1,2.00,2.00
2019-05-02,08:46:19,8366,31,1,2.20,2.20
2019-05-02,08:47:00,5766,42,1,2.50,2.50
2019-05-02,08:47:09,8226,35,2,3.10,6.20
2019-05-02,08:50:21,8213,23,2,2.50,5.00
2019-05-02,08:51:19,8300,23,1,2.50,2.50
2019-05-02,08:54:14,8134,40,1,4.00,4.00
2019-05-02,08:55:12,8462,22,1,2.00,2.00
2019-05-02,08:55:31,8117,47,2,3.00,6.00
2019-05-02,08:56:46,5942,23,2,2.50,5.00
2019-05-02,08:58:19,8127,47,2,3.00,6.00
2019-05-02,08:58:47,5266,61,1,4.75,4.75
2019-05-02,09:02:23,8483,65,2,0.80,1.60
2019-05-02,09:02:25,8410,39,1,4.50,4.50
2019-05-02,09:04:58,5707,57,2,3.35,6.70
2019-05-02,09:07:48,5937,49,2,3.00,6.00
2019-05-02,09:10:10,5794,79,2,3.75,7.50
2019-05-02,09:10:14,8070,30,1,3.00,3.00
2019-05-02,09:13:19,8394,46,1,2.50,2.50
2019-05-02,09:13:44,5115,87,1,3.00,3.00
2019-05-02,09:13:50,8282,72,2,3.25,6.50
2019-05-02,09:14:08,5623,35,3,3.10,9.30
2019-05-02,09:14:16,5122,27,2,3.50,7.00
2019-05-02,09:14:42,8382,50,2,2.50,5.00
2019-05-02,09:16:19,8109,42,2,2.50,5.00
2019-05-02,09:22:47,5291,31,1,2.20,2.20
2019-05-02,09:25:40,5903,39,1,4.50,4.50
2019-05-02,09:25:47,8426,58,2,3.50,7.00
2019-05-02,09:26:03,5478,47,2,3.00,6.00
2019-05-02,09:30:23,5849,57,1,3.35,3.35
2019-05-02,09:30:54,8340,26,1,3.00,3.00
2019-05-02,09:35:36,8023,59,1,4.50,4.50
2019-05-02,09:37:06,5075,43,1,3.00,3.00
2019-05-02,09:37:21,8242,50,1,2.50,2.50
2019-05-02,09:40:41,8426,72,1,3.25,3.25
2019-05-02,09:44:30,5840,9,1,22.50,22.50
2019-05-02,09:45:01,5269,16,1,8.95,8.95
2019-05-02,09:45:23,5804,31,1,2.20,2.20
2019-05-02,09:46:36,8359,28,3,2.00,6.00
2019-05-02,09:48:51,8307,45,1,3.00,3.00
2019-05-02,09:54:10,8319,78,1,4.50,4.50
2019-05-02,09:58:46,5440,55,1,4.50,4.50
2019-05-02,09:59:27,8100,76,1,3.50,3.50
2019-05-02,10:00:52,8154,7,1,19.75,19.75
2019-05-02,10:02:31,8423,23,1,2.50,2.50
2019-05-02,10:03:07,8048,8,1,45.00,45.00
2019-05-02,10:03:37,5004,24,1,3.00,3.00
2019-05-02,10:10:03,8104,36,1,3.75,3.75
2019-05-02,10:11:18,8061,37,6,3.00,18.00
2019-05-02,10:11:47,8017,55,1,4.50,4.50
2019-05-02,10:11:54,5386,25,2,2.20,4.40
2019-05-02,10:12:05,8263,73,1,3.75,3.75
2019-05-02,10:15:13,5128,55,1,4.50,4.50
2019-05-02,10:17:13,8021,31,2,2.20,4.40
2019-05-02,10:18:41,5195,69,2,3.50,7.00
2019-05-02,10:20:31,8027,24,2,3.00,6.00
2019-05-02,10:21:10,8293,45,1,3.00,3.00
2019-05-02,10:22:06,5862,47,1,3.00,3.00
2019-05-02,10:22:58,5223,25,1,2.20,2.20
2019-05-02,10:24:23,8420,76,1,3.50,3.50
2019-05-02,10:25:28,5900,46,1,2.50,2.50
2019-05-02,10:26:05,8098,36,1,3.75,3.75
2019-05-02,10:26:49,8180,26,1,3.00,3.00
2019-05-02,10:26:57,8173,87,1,3.00,3.00
2019-05-02,10:31:12,8081,26,1,3.00,3.00
2019-05-02,10:33:49,8045,48,1,2.50,2.50
2019-05-02,10:34:48,8467,38,1,4.00,4.00
2019-05-02,10:36:21,5102,71,1,3.75,3.75
2019-05-02,10:37:26,5398,23,2,2.50,5.00
2019-05-02,10:39:02,5917,73,1,3.75,3.75
2019-05-02,10:40:09,5130,78,2,4.50,9.00
2019-05-02,10:42:28,5348,22,2,2.00,4.00
2019-05-02,10:42:58,5563,52,1,2.75,2.75
2019-05-02,10:43:19,8370,59,1,4.50,4.50
2019-05-02,10:43:56,5803,41,2,4.50,9.00
2019-05-02,10:48:04,8272,48,2,2.50,5.00
2019-05-02,10:49:45,8018,77,1,3.00,3.00
2019-05-02,10:50:37,5653,65,1,0.80,0.80
2019-05-02,10:51:02,8439,59,1,4.50,4.50
2019-05-02,10:51:53,5597,26,1,3.00,3.00
2019-05-02,10:53:07,8426,35,2,3.10,6.20
2019-05-02,10:56:22,8202,42,1,2.50,2.50
2019-05-02,10:57:30,8270,54,1,2.75,2.75
2019-05-02,11:01:12,5198,78,1,4.50,4.50
2019-05-02,11:02:15,8490,87,2,3.00,6.00
2019-05-02,11:02:48,8298,40,1,4.00,4.00
2019-05-02,11:03:09,5160,87,1,3.00,3.00
2019-05-02,11:04:57,5560,87,2,3.00,6.00
2019-05-02,11:09:05,5561,27,1,3.50,3.50
2019-05-02,11:16:42,5351,70,1,3.25,3.25
2019-05-02,11:17:59,5045,73,2,3.75,7.50
2019-05-02,11:21:20,8500,73,1,3.75,3.75
2019-05-02,11:22:12,8149,40,1,4.00,4.00
2019-05-02,11:25:11,8244,50,1,2.50,2.50
2019-05-02,11:25:29,5419,52,2,2.75,5.50
2019-05-02,11:27:15,8050,37,1,3.00,3.00
2019-05-02,11:35:09,8041,23,2,2.50,5.00
2019-05-02,11:35:42,5725,76,1,3.50,3.50
2019-05-02,11:36:12,5715,44,1,2.50,2.50
2019-05-02,11:36:49,8082,22,2,2.00,4.00
2019-05-02,11:39:52,8065,55,2,4.50,9.00
2019-05-02,11:41:16,5409,22,1,2.00,2.00
2019-05-02,11:41:35,5835,75,2,3.25,6.50
2019-05-02,11:44:31,5491,39,1,4.50,4.50
2019-05-02,11:44:41,8170,79,2,3.75,7.50
2019-05-02,11:52:24,5701,79,1,3.75,3.75
2019-05-02,11:56:32,8041,34,1,2.45,2.45
2019-05-02,11:58:59,5516,47,2,3.00,6.00
2019-05-02,11:59:05,8227,48,1,2.50,2.50
2019-05-02,12:03:03,5095,23,1,2.50,2.50
2019-05-02,12:07:08,8127,65,2,0.80,1.60
2019-05-02,12:08:01,8417,63,2,0.80,1.60
2019-05-02,12:11:56,8356,40,2,4.00,8.00
2019-05-02,12:19:58,5714,61,2,4.75,9.50
2019-05-02,12:22:27,8413,23,1,2.50,2.50
2019-05-02,12:33:26,8101,40,2,4.00,8.00
2019-05-02,12:34:33,8131,22,1,2.00,2.00
2019-05-02,12:34:41,8325,54,1,2.75,2.75
2019-05-02,12:34:56,5603,19,2,6.40,12.80
2019-05-02,12:35:40,5841,72,2,3.25,6.50
2019-05-02,12:38:59,8416,31,1,2.20,2.20
2019-05-02,12:39:23,5787,78,2,4.50,9.00
2019-05-02,12:39:33,8212,46,2,2.50,5.00
2019-05-02,12:39:38,5653,30,1,3.00,3.00
2019-05-02,12:40:35,8013,51,1,3.00,3.00
2019-05-02,12:44:04,5383,30,1,3.00,3.00
2019-05-02,12:45:53,5430,57,1,3.35,3.35
2019-05-02,12:46:09,5512,25,1,2.20,2.20
2019-05-02,12:46:12,8169,26,1,3.00,3.00
2019-05-02,12:46:55,5827,56,1,2.80,2.80
2019-05-02,12:47:47,8113,36,1,3.75,3.75
2019-05-02,12:48:49,5801,27,2,3.50,7.00
2019-05-02,12:51:41,5507,25,2,2.20,4.40
2019-05-02,12:53:55,8432,34,1,2.45,2.45
2019-05-02,12:56:28,5262,32,2,3.00,6.00
2019-05-02,12:57:24,8423,23,1,2.50,2.50
2019-05-02,13:03:30,5730,36,2,3.75,7.50
2019-05-02,13:04:57,8437,29,2,2.50,5.00
2019-05-02,13:06:14,5640,59,2,4.50,9.00
2019-05-02,13:07:33,8022,33,2,3.50,7.00
